product_a_id,product_b_id,score,decision,name_a,name_b,brand_a,brand_b,retailer_a,retailer_b,price_a,price_b,dimension_a,dimension_b,explanation
2035,3545,0.84,no_merge,Makelovers Esponja Ep10 Gota Chanfrada Para Maquiagem Macrilan - Rosa Claro Macrilan - Sem Latex,"Esponja Ep09 Gota Para Maquiagem Macrilan - Rosa Claro, Macrilan - Sem Latex",makelovers,makelovers,amazon_br,amazon_br,899,899,,,brand_match:makelovers; title_high:0.96; size_match:50g; color_match:rosa; shade_match:rosa; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2035,3548,0.84,no_merge,Makelovers Esponja Ep10 Gota Chanfrada Para Maquiagem Macrilan - Rosa Claro Macrilan - Sem Latex,"Esponja Ep08 Gota Para Maquiagem Macrilan - Rosa Claro, Macrilan - Sem Latex",makelovers,makelovers,amazon_br,amazon_br,899,899,,,brand_match:makelovers; title_high:0.96; size_match:50g; color_match:rosa; shade_match:rosa; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3545,3548,0.84,no_merge,"Esponja Ep09 Gota Para Maquiagem Macrilan - Rosa Claro, Macrilan - Sem Latex","Esponja Ep08 Gota Para Maquiagem Macrilan - Rosa Claro, Macrilan - Sem Latex",makelovers,makelovers,amazon_br,amazon_br,899,899,,,brand_match:makelovers; title_high:0.98; size_match:50g; color_match:rosa; shade_match:rosa; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3897,3968,0.84,no_merge,Makelovers Esponja Ep09 Gota Para Maquiagem Macrilan - Salmao Macrilan - Sem Latex,"Esponja Ep08 Gota Para Maquiagem Macrilan - Salmao, Macrilan - Sem Latex",makelovers,makelovers,amazon_br,amazon_br,899,899,,,brand_match:makelovers; title_high:0.95; size_match:50g; shade_match:salmao; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2689,2862,0.84,no_merge,Real Techniques - Pincel Multifuncional Para Bochechas,"REAL TECHNIQUES Pincel de maquiagem afunilado para bochecha, para blush, iluminador ou pó solto, cerdas macias, aplicação de maquiagem precisa, 1 unidade, rosa",real techniques,real techniques,amazon_br,amazon_br,6848,7890,,,brand_match:real techniques; identifier_match:ean; color_match:rosa; shade_match:rosa; pack_missing_one_side; category_exact; price_close; penalty:conflicting_model; penalty:clearly_incompatible_size
3765,4574,0.84,no_merge,"Pincel profissional para iluminador - Linha Let's Glam - GL06, Macrilan","Pincel profissional cônico para contorno e iluminador - Linha Let's Glam - GL05, Macrilan",macrilan,macrilan,amazon_br,amazon_br,1470,1898,,,brand_match:macrilan; title_high:0.96; size_match:15g; color_match:white; pack_match:2; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
2455,2555,0.84,no_merge,Carmed Fini Amora Hidratante Labial com cor 10g,Carmed Fini Amora Intensa Hidratante Labial com cor 10g,carmed,carmed,amazon_br,amazon_br,1900,1998,10g,10g,brand_match:carmed; title_high:1.00; size_match:10g; shade_match:10g; pack_match:16; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2977,3168,0.84,no_merge,"Quem disse, Berenice? Máscara para Sobrancelhas com Fibras Clarete","Quem disse, Berenice? Máscara para Sobrancelhas com Fibras Escurete",quem disse berenice,quem disse berenice,amazon_br,amazon_br,3990,4090,,,brand_match:quem disse berenice; title_high:0.96; size_match:10g; color_match:marrom; shade_match:marrom; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2897,2907,0.84,no_merge,MACRILAN U 08 PINCEL SOMBRA/ESFUMAR ULTRA ESSENCIAL,MACRILAN U 09 PINCEL ESFUMAR ULTRA ESSENCIAL,macrilan,macrilan,amazon_br,amazon_br,1898,1898,,,brand_match:macrilan; title_high:0.96; size_match:50g; color_match:preto; shade_match:preto; pack_match:8; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2230,3215,0.84,no_merge,"Bt Multicover Corretivo Liquido M20, Bruna Tavares","Bt Multicover Corretivo Liquido L10, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,4490,4290,,,brand_match:bruna tavares; title_high:0.96; size_match:45g; shade_match:multi; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2230,3355,0.84,no_merge,"Bt Multicover Corretivo Liquido M20, Bruna Tavares","Bt Multicover Corretivo Liquido L20, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,4490,6390,,,brand_match:bruna tavares; title_high:0.98; size_match:45g; shade_match:multi; pack_match:2; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
2230,4408,0.84,no_merge,"Bt Multicover Corretivo Liquido M20, Bruna Tavares","Bt Multicover Corretivo Liquido M10, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,4490,,,,brand_match:bruna tavares; title_high:0.98; size_match:45g; shade_match:multi; pack_match:2; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3215,3355,0.84,no_merge,"Bt Multicover Corretivo Liquido L10, Bruna Tavares","Bt Multicover Corretivo Liquido L20, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,4290,6390,,,brand_match:bruna tavares; title_high:0.98; size_match:45g; shade_match:multi; pack_match:2; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3215,4408,0.84,no_merge,"Bt Multicover Corretivo Liquido L10, Bruna Tavares","Bt Multicover Corretivo Liquido M10, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,4290,,,,brand_match:bruna tavares; title_high:0.98; size_match:45g; shade_match:multi; pack_match:2; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3355,4408,0.84,no_merge,"Bt Multicover Corretivo Liquido L20, Bruna Tavares","Bt Multicover Corretivo Liquido M10, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,6390,,,,brand_match:bruna tavares; title_high:0.96; size_match:45g; shade_match:multi; pack_match:2; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
2230,2796,0.84,no_merge,"Bt Multicover Corretivo Liquido M20, Bruna Tavares","Bt Multicover Corretivo Liquido M30, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,4490,4690,,,brand_match:bruna tavares; title_high:0.98; size_ambiguous; shade_match:multi; pack_match:2; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2796,3215,0.84,no_merge,"Bt Multicover Corretivo Liquido M30, Bruna Tavares","Bt Multicover Corretivo Liquido L10, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,4690,4290,,,brand_match:bruna tavares; title_high:0.96; size_ambiguous; shade_match:multi; pack_match:2; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2796,3355,0.84,no_merge,"Bt Multicover Corretivo Liquido M30, Bruna Tavares","Bt Multicover Corretivo Liquido L20, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,4690,6390,,,brand_match:bruna tavares; title_high:0.96; size_ambiguous; shade_match:multi; pack_match:2; penalty:conflicting_global_identifier; penalty:conflicting_model
2796,4408,0.84,no_merge,"Bt Multicover Corretivo Liquido M30, Bruna Tavares","Bt Multicover Corretivo Liquido M10, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,4690,,,,brand_match:bruna tavares; title_high:0.98; size_ambiguous; shade_match:multi; pack_match:2; penalty:conflicting_global_identifier; penalty:conflicting_model
2255,3731,0.84,no_merge,FRAN BY FRANCINY EHLKE Base Mate Real Filter C-02,BASE MATE REAL FILTER FRAN BY FRANCINY EHLKE C-01,fran by franciny ehlke,fran by franciny ehlke,amazon_br,amazon_br,6200,6200,,,brand_match:fran by franciny ehlke; title_high:0.98; size_ambiguous; pack_match:6; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2895,3731,0.84,no_merge,FRAN BY FRANCINY EHLKE Base Mate Real Filter M-02,BASE MATE REAL FILTER FRAN BY FRANCINY EHLKE C-01,fran by franciny ehlke,fran by franciny ehlke,amazon_br,amazon_br,5890,6200,,,brand_match:fran by franciny ehlke; title_high:0.96; size_ambiguous; pack_match:6; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3332,3731,0.84,no_merge,FRAN BY FRANCINY EHLKE Base Mate Real Filter M-01,BASE MATE REAL FILTER FRAN BY FRANCINY EHLKE C-01,fran by franciny ehlke,fran by franciny ehlke,amazon_br,amazon_br,6467,6200,,,brand_match:fran by franciny ehlke; title_high:0.98; size_ambiguous; pack_match:6; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2343,2945,0.84,no_merge,Blush Multifuncional Carved In Marble Obsidian Pietà Cor Intensa 3 em 1 Blush Iluminador e Sombra Longa Duração,Blush Multifuncional Carved In Marble Obsidian Veiled Woman Cor intensa 3 em 1 Blush Iluminador e Sombra Longa Duração,ruby rose,ruby rose,amazon_br,amazon_br,2290,2290,,,brand_match:ruby rose; title_high:0.97; size_match:5g; color_match:rose; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2343,3916,0.84,no_merge,Blush Multifuncional Carved In Marble Obsidian Pietà Cor Intensa 3 em 1 Blush Iluminador e Sombra Longa Duração,Blush Multifuncional Carved In Marble Obsidian Aphrodite Of Milos Cor Intensa 3 em 1 Blush Iluminador e Sombra longa duração,ruby rose,ruby rose,amazon_br,amazon_br,2290,1960,,,brand_match:ruby rose; title_high:0.97; size_match:5g; color_match:rose; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2416,3189,0.84,no_merge,NIINA SECRETS PO SOLTO P/M COR 1 12g,NIINA SECRETS PO SOLTO P/M COR 3 12g,eudora niina secrets make,eudora niina secrets make,amazon_br,amazon_br,,6598,12g,12g,brand_match:eudora niina secrets make; title_high:0.97; size_match:12g; pack_match:6; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
2416,4597,0.84,no_merge,NIINA SECRETS PO SOLTO P/M COR 1 12g,NIINA SECRETS PO SOLTO P/M COR 4 12g,eudora niina secrets make,eudora niina secrets make,amazon_br,amazon_br,,4090,12g,12g,brand_match:eudora niina secrets make; title_high:0.97; size_match:12g; pack_match:6; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3189,4597,0.84,no_merge,NIINA SECRETS PO SOLTO P/M COR 3 12g,NIINA SECRETS PO SOLTO P/M COR 4 12g,eudora niina secrets make,eudora niina secrets make,amazon_br,amazon_br,6598,4090,12g,12g,brand_match:eudora niina secrets make; title_high:0.97; size_match:12g; pack_match:6; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
2715,3327,0.84,no_merge,Pó Facial Compacto Melu RR8532 MC50 RubyRose,Pó Facial Compacto Melu RR8533 MC60 RubyRose,ruby rose,ruby rose,amazon_br,amazon_br,2097,2097,,,brand_match:ruby rose; title_high:0.95; model_match:rr853; size_ambiguous; color_match:rose; shade_match:colorido; pack_match:7; category_exact; price_close; penalty:conflicting_global_identifier
2491,4301,0.84,no_merge,Batom Líquido Lip Matte Latika - Nº 31,LATIKA Batom Líquido Lip Matte - N° 33,latika,latika,amazon_br,amazon_br,2590,3990,,,brand_match:latika; title_high:0.96; size_ambiguous; shade_match:nude; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
2545,2874,0.84,no_merge,Base Matte Alta Cobertura Cor 3 Phallebeauty 30g,Base Matte Alta Cobertura Cor 2 Phallebeauty 30g,phallebeauty,phallebeauty,amazon_br,amazon_br,2490,2490,30g,30g,brand_match:phallebeauty; title_high:0.98; size_match:30g; shade_match:bege; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3869,3936,0.84,no_merge,Catharine Hill - Kit Corretivo Cremoso Cor de Pele - Claro,Catharine Hill - Kit Corretivo Cremoso Cor de Pele - Escuro,catharine hill,catharine hill,amazon_br,amazon_br,6490,7890,,,brand_match:catharine hill; title_high:0.95; size_match:50g; pack_match:5; penalty:conflicting_global_identifier; penalty:conflicting_model
2954,3532,0.84,no_merge,"Pó Compacto FPS 30 03, Marchetti, Bege","Pó Compacto FPS 30 02, Marchetti, Bege",marchetti,marchetti,amazon_br,amazon_br,2999,3999,,,brand_match:marchetti; title_high:0.97; size_match:10g; shade_match:bege; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3434,4533,0.84,no_merge,"Eudora Glam Definição Perfeita Lapiseira Retrátil Para Sobrancelhas Marrom Claro 0,35g","Eudora Glam Definição Perfeita Lapiseira Retrátil Para Sobrancelhas Marrom Escuro 0,35g",eudora,eudora,amazon_br,amazon_br,3990,3599,,,brand_match:eudora; title_high:0.97; size_match:0g; color_match:marrom; category_exact; price_close; penalty:conflicting_model
3009,4539,0.84,no_merge,"Lip Volumoso Cor: 9 Max Love, Max Love","Lip Volumoso Cor: 4 Max Love, Max Love",max love,max love,amazon_br,amazon_br,2789,1150,,,brand_match:max love; title_high:0.96; size_ambiguous; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
11758,4221,0.84,no_merge,BASE FACIAL COSMOS BY KAREN BACHINI M14NQ,BASE FACIAL COSMOS BY KAREN BACHINI M10NQ,by karen bachini,by karen bachini,amazon_br,amazon_br,7790,5356,,,brand_match:by karen bachini; title_high:0.98; size_match:40g; color_match:white; pack_match:7; category_exact; penalty:conflicting_model
11758,4628,0.84,no_merge,BASE FACIAL COSMOS BY KAREN BACHINI M14NQ,BASE FACIAL COSMOS BY KAREN BACHINI M15NF,by karen bachini,by karen bachini,amazon_br,amazon_br,7790,5390,,,brand_match:by karen bachini; title_high:0.95; size_match:40g; color_match:white; pack_match:7; category_exact; penalty:conflicting_model
4221,4628,0.84,no_merge,BASE FACIAL COSMOS BY KAREN BACHINI M10NQ,BASE FACIAL COSMOS BY KAREN BACHINI M15NF,by karen bachini,by karen bachini,amazon_br,amazon_br,5356,5390,,,brand_match:by karen bachini; title_high:0.95; size_match:40g; color_match:white; pack_match:7; category_exact; price_close; penalty:conflicting_model
3343,4143,0.84,no_merge,Max Love paleta mista 04 cont/blush/ilum,Max Love paleta mista 03 cont/blush/ilum,max love,max love,amazon_br,amazon_br,1789,1789,,,brand_match:max love; title_high:0.97; size_match:200g; color_match:white; pack_match:20; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3343,4553,0.84,no_merge,Max Love paleta mista 04 cont/blush/ilum,MaX Love paleta mista 05 cont/blush/ilum,max love,max love,amazon_br,amazon_br,1789,1789,,,brand_match:max love; title_high:0.97; size_match:200g; color_match:white; pack_match:20; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
4143,4553,0.84,no_merge,Max Love paleta mista 03 cont/blush/ilum,MaX Love paleta mista 05 cont/blush/ilum,max love,max love,amazon_br,amazon_br,1789,1789,,,brand_match:max love; title_high:0.97; size_match:200g; color_match:white; pack_match:20; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2943,3536,0.84,no_merge,Corretivo Fix 02 Vizzela 7g,Corretivo Fix 05 Vizzela 7g,vizzela,vizzela,amazon_br,amazon_br,5990,5990,7g,7g,brand_match:vizzela; title_high:0.96; size_ambiguous; pack_match:9; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3276,3537,0.84,no_merge,BT SKINPLUSH CORRETIVO F3040,BT SKINPLUSH CORRETIVO L3040,bruna tavares,bruna tavares,amazon_br,amazon_br,5800,5299,,,brand_match:bruna tavares; title_high:0.96; size_match:90g; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
4301,4340,0.84,no_merge,LATIKA Batom Líquido Lip Matte - N° 33,Latika Batom Líquido Lip Matte Nº 38,latika,latika,amazon_br,amazon_br,3990,2977,,,brand_match:latika; title_high:0.96; size_ambiguous; shade_match:nude; pack_match:5; penalty:conflicting_global_identifier; penalty:conflicting_model
2968,3544,0.84,no_merge,Sombra de Sobrancelhas Melu RR5712 RubyRose,Sombra de Sobrancelhas Melu RR5711 RubyRose,ruby rose,ruby rose,amazon_br,amazon_br,2190,1900,,,brand_match:ruby rose; title_high:0.98; size_match:180g; color_match:marrom; shade_match:marrom; pack_match:16; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3009,3493,0.84,no_merge,"Lip Volumoso Cor: 9 Max Love, Max Love","Lip Volumoso Cor: 11 Max Love, Max Love",max love,max love,amazon_br,amazon_br,2789,1150,,,brand_match:max love; title_high:0.96; size_match:32g; pack_match:5; penalty:conflicting_global_identifier; penalty:conflicting_model
3022,3721,0.84,no_merge,"Kit Placa e espátula para maquiagem - AC-03, Macrilan",Macrilan Kit Placa E Espátula Para Maquiagem - Ac-04,macrilan,macrilan,amazon_br,amazon_br,3690,2399,,,brand_match:macrilan; title_high:0.98; size_match:50g; pack_match:8; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3061,4280,0.84,no_merge,CORRETIVO-BYE BYE OLHEIRA-D4-CLARO,CORRETIVO-BYE BYE OLHEIRA-D2-CLARO,dailus,dailus,amazon_br,amazon_br,3390,4599,,,brand_match:dailus; title_high:0.97; size_match:30g; shade_match:claro; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3134,4388,0.84,no_merge,Cilios Kiss I-Envy Prem.Au Natureza 02,Cilios Kiss I-Envy Prem.Au Natureza 01,i-envy,i-envy,amazon_br,amazon_br,1673,,,,brand_match:i envy; title_high:0.97; size_match:34g; color_match:preto; shade_match:preto; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3219,3637,0.84,no_merge,"Sport Make Up Blush All Inone Terracota 4,5G, Pink Cheeks, Terracota, Pequeno","Blush com Protetor Solar FPS30 All in One Terracota Pink Cheeks 4,5g",pink cheeks,hupi,amazon_br,amazon_br,7190,,,,title_medium:0.76; identifier_match:ean; size_ambiguous; shade_match:terracota; category_exact; penalty:conflicting_strong_brand; penalty:clearly_incompatible_variant
3893,4598,0.84,no_merge,Base Líquida Soft Matte Fix Vizzela 05 30ml,Base Líquida Soft Matte Fix Vizzela 13 30ml,vizzela,vizzela,amazon_br,amazon_br,7590,7590,30ml,30ml,brand_match:vizzela; title_high:0.96; size_ambiguous; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3576,3905,0.84,no_merge,Batom Nude Matte 30H 660 Max Love,Batom Nude Matte 30H 661 Max Love,max love,max love,amazon_br,amazon_br,1390,1390,,,brand_match:max love; title_high:0.97; size_match:40g; color_match:white; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3572,4224,0.84,no_merge,Base Líquida Basic - Nina Makeup Cor 2,Base Líquida Basic - Nina Makeup Cor 6,nina,nina,amazon_br,amazon_br,4170,4150,,,brand_match:nina; title_high:0.97; size_match:27g; pack_match:25; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3597,4139,0.84,no_merge,Koloss Lápis Delineador Para Sobrancelhas Universal Universal,Koloss Delineador Universal - Lápis para Sobrancelha,koloss,koloss,amazon_br,amazon_br,2528,2875,,,brand_match:koloss; title_high:0.99; identifier_match:ean; shade_match:universal; price_close; penalty:conflicting_model; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
3647,3704,0.84,no_merge,BT LIPSHAPE TAUPE BROWN,BT LIPSHAPE TAUPE BROWN,bruna tavares,bruna tavares,amazon_br,amazon_br,5590,5690,,,brand_match:bruna tavares; title_high:1.00; size_match:20g; color_match:marrom; shade_match:marrom; pack_missing_one_side; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3691,4531,0.84,no_merge,"O BOTICARIO, O BOTICARIO INTENSE BOB ESPONJA LIP TINT ROSA INTENSE 5,5ml","O BOTICARIO, O BOTICARIO INTENSE BOB ESPONJA LIP TINT CORAL INTENSE 5,5ml",o boticario,o boticario,amazon_br,amazon_br,3900,2890,,,brand_match:o boticario; title_high:0.95; size_ambiguous; color_match:rosa; shade_match:rosa; pack_match:16; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3733,4495,0.84,no_merge,Corretivo Camuflagem A2 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,Corretivo Camuflagem A4 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,catharine hill,catharine hill,amazon_br,amazon_br,4390,4390,,,brand_match:catharine hill; title_high:0.99; size_match:40g; shade_match:bege; pack_match:13; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3733,4617,0.84,no_merge,Corretivo Camuflagem A2 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,Corretivo Camuflagem A1 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,catharine hill,catharine hill,amazon_br,amazon_br,4390,4390,,,brand_match:catharine hill; title_high:0.99; size_match:40g; shade_match:bege; pack_match:13; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
