source_id,dedupe_id,retailer,name_raw,brand_raw,price_cents,sku,dimension,canonical_name,canonical_brand,cluster_confidence,decision,explanation
737,prod_4cae59930968,amazon_br,"Dream Cream Máscara de Hidratação 450g , Lola Cosmetics",lola,2840,B0746RDSF9,450g,"Dream Cream Máscara de Hidratação 450g , Lola Cosmetics",lola,1.0,singleton,
738,prod_641e2c9fb629,amazon_br,Haskell Fluido Engrossador Encorpa Cabelo 120Ml,haskell,3908,B089Q3LBTC,120ml,Haskell Fluido Engrossador Encorpa Cabelo 120Ml,haskell,1.0,singleton,
739,prod_1c710b1ca4bc,amazon_br,Pantene PRO-V Miracles Shampoo Antiqueda & Nutrição Biotinamina B3 para cabelos com queda 510ml,pantene,2696,B0DT7KHCTR,510ml,Pantene PRO-V Miracles Shampoo Antiqueda & Nutrição Biotinamina B3 para cabelos com queda 510ml,pantene,1.0,singleton,
791,prod_7325068e8007,amazon_br,Cless - Hair Spray Brilho Charming 300Ml Gloss,cless,2999,B07HPGPQSK,300ml,Cless - Hair Spray Brilho Charming 300Ml Gloss,cless,1.0,singleton,
740,prod_2e0ab5b38ac3,amazon_br,"Eu Sei O Que Você Fez na Química Passada Máscara Capilar 230g , Lola Cosmetics",lola,2366,B0746S6PYD,230g,"Eu Sei O Que Você Fez na Química Passada Máscara Capilar 230g , Lola Cosmetics",lola,1.0,singleton,
741,prod_23b23be9da25,amazon_br,"L'Oréal Paris Elseve Liso dos Sonhos Kit Shampoo, Condicionador e Sérum, com Tecnologia Ativada por Calor para um Liso por 1 Semana, Efeito Antifrizz e Barreira Protetora Contra Umidade",elseve,6640,B0F67MQCGQ,,"L'Oréal Paris Elseve Liso dos Sonhos Kit Shampoo, Condicionador e Sérum, com Tecnologia Ativada por Calor para um Liso por 1 Semana, Efeito Antifrizz e Barreira Protetora Contra Umidade",elseve,1.0,singleton,
742,prod_02c8be94d9fa,amazon_br,"Xapadinha Máscara Disciplite 100g , Lola Cosmetics",lola,1172,B0CGBZDNHQ,100g,"Xapadinha Máscara Disciplite 100g , Lola Cosmetics",lola,1.0,singleton,
743,prod_f032e5893073,amazon_br,"Inoar, Kit CicatriFios Plástica Capilar – Shampoo e Condicionador 2x1L, Redução de Frizz, Brilho Intenso, Hidratação Profunda, Proteção Térmica e Volume Controlado",inoar,3989,B077C5BP4L,,"Inoar, Kit CicatriFios Plástica Capilar – Shampoo e Condicionador 2x1L, Redução de Frizz, Brilho Intenso, Hidratação Profunda, Proteção Térmica e Volume Controlado",inoar,1.0,singleton,
848,prod_0e3808238b73,amazon_br,Óleo Vegetal de Ojon Capilar 100% Puro Natural para Cabelos Dermopac 100ml,dermopac,3795,B0D4JHNTFH,100ml,Óleo Vegetal de Ojon Capilar 100% Puro Natural para Cabelos Dermopac 100ml,dermopac,1.0,singleton,
744,prod_193b3437a943,amazon_br,TRESemmé Brilho Lamelar Máscara de Tratamento 400 G,tresemmé,1889,B0CF481CWW,400g,TRESemmé Brilho Lamelar Máscara de Tratamento 400 G,tresemmé,1.0,singleton,
745,prod_de8627f75ba1,amazon_br,"Densidade Máscara Capilar 230g , Lola Cosmetics",lola,2066,B09KCYK5MF,230g,"Densidade Máscara Capilar 230g , Lola Cosmetics",lola,1.0,singleton,
746,prod_9b3aa2709c85,amazon_br,"Argan Máscara de Hidratação 230g , Lola Cosmetics",lola,1796,B0746RVTGT,230g,"Argan Máscara de Hidratação 230g , Lola Cosmetics",lola,1.0,singleton,
747,prod_5c1dc07026ce,amazon_br,"L'Oréal Paris Elseve Bond Repair Kit Tratamento Completo Reparação Molecular com Ácido Cítrico, Reconstrói Ligações e Devolve Força aos Cabelos Danificados (Pré-Shampoo + Shampoo + Condicionador)",elseve,11372,B0F6NTL27W,,"L'Oréal Paris Elseve Bond Repair Kit Tratamento Completo Reparação Molecular com Ácido Cítrico, Reconstrói Ligações e Devolve Força aos Cabelos Danificados (Pré-Shampoo + Shampoo + Condicionador)",elseve,1.0,singleton,
5526,prod_ae4b97105a23,amazon_br,United Colors of Benetton Benetton Aim High Men Edt 200Ml,united colors of benetton,18877,B0795RB7N9,200ml,United Colors of Benetton Benetton Aim High Men Edt 200Ml,united colors of benetton,1.0,singleton,
748,prod_6d40f903e9f0,amazon_br,Finalizador para cabelos - TRESemmé Coat Spray Selagem Impermeabilizante - Com até 72h de selagem e 0 de frizz 180 ML,tresemmé,2939,B0DXL93RB4,180ml,Finalizador para cabelos - TRESemmé Coat Spray Selagem Impermeabilizante - Com até 72h de selagem e 0 de frizz 180 ML,tresemmé,1.0,singleton,
749,prod_01055fedad58,amazon_br,Dove Máscara Capilar 10 em 1 Bond Repair + Peptídeo 250g,dove,3415,B0CXBG6X6K,250g,Dove Máscara Capilar 10 em 1 Bond Repair + Peptídeo 250g,dove,1.0,singleton,
750,prod_404c735f21d0,amazon_br,Reparador Amend Gold Black Nutritivo 30ml,amend,590,B07F24LVC1,30ml,Reparador Amend Gold Black Nutritivo 30ml,amend,1.0,singleton,
751,prod_758a25f7dd16,amazon_br,"Inoar, Argan Oil Máscara Capilar – Hidratação Profunda, Brilho e Maciez com Óleo de Argan para Cabelos Secos ou Fragilizados - 500g",inoar,3236,B0BGMKB28V,500g,"Inoar, Argan Oil Máscara Capilar – Hidratação Profunda, Brilho e Maciez com Óleo de Argan para Cabelos Secos ou Fragilizados - 500g",inoar,1.0,singleton,
752,prod_b7ecf1ca1c97,amazon_br,Kérastase Óleo Elixir Ultime L'Huile Originale |Todos os tipos de cabelos |Nutrição | brilho | antifrizz,kérastase,15591,B0D2LWFF2P,,Kérastase Óleo Elixir Ultime L'Huile Originale |Todos os tipos de cabelos |Nutrição | brilho | antifrizz,kérastase,1.0,singleton,
66942,prod_29cdc0d545e3,mercadolivre,Haus Labs By Lady Gaga Le Monster Lip Crayon Lipstick,Haus Labs,42656,,,Haus Labs By Lady Gaga Le Monster Lip Crayon Lipstick,Haus Labs,1.0,singleton,
753,prod_c32a67a05e6b,amazon_br,"Conjunto de 7 peças de brocas de diamante de carboneto de tungstênio de 3/81 cm, ferramentas de manicure e pedicure adequadas para unhas de acrílico, remoção de cutículas de gel de poliéster",generic,12309,B0DJSR8VQ6,,"Conjunto de 7 peças de brocas de diamante de carboneto de tungstênio de 3/81 cm, ferramentas de manicure e pedicure adequadas para unhas de acrílico, remoção de cutículas de gel de poliéster",generic,1.0,singleton,
754,prod_b246c7491a54,amazon_br,"Danos Vorazes Óleo Reparador 50ml , Lola Cosmetics",lola,1390,B09GHN14FP,50ml,"Danos Vorazes Óleo Reparador 50ml , Lola Cosmetics",lola,1.0,singleton,
755,prod_52342fa440fb,amazon_br,"L'Oréal Paris Elseve Liso dos Sonhos Creme de Tratamento com Queratina Vegetal e AHA, Alinhamento Capilar, Controle de Frizz e Reparação de Danos Químicos e Térmicos, 300g",l'oreal paris,,B0DTLKJZ3F,300g,"L'Oréal Paris Elseve Liso dos Sonhos Creme de Tratamento com Queratina Vegetal e AHA, Alinhamento Capilar, Controle de Frizz e Reparação de Danos Químicos e Térmicos, 300g",l'oreal paris,1.0,singleton,
756,prod_8989f7bc2eb8,amazon_br,ProArt – Escova para Acabamento e Penteado,proart,2450,B0CS3VK6VV,,ProArt – Escova para Acabamento e Penteado,proart,1.0,singleton,
762,prod_c99a2a26bd03,amazon_br,"Escova de cabelo anti-quebra pente anti frizz escova magica, tb, Cores Variadas",nj.mix,990,B099TLLJ77,,"Escova de cabelo anti-quebra pente anti frizz escova magica, tb, Cores Variadas",nj.mix,1.0,singleton,
757,prod_d64ce8d6017f,amazon_br,Spray Clareador de Cabelo Camomila e Pantenol | Verdi Natural,verdi natural,3870,B0D268BFJW,,Spray Clareador de Cabelo Camomila e Pantenol | Verdi Natural,verdi natural,1.0,singleton,
758,prod_82a50612a57a,amazon_br,"Redken Leave-in Frizz Dismiss Rebel Tame,para cabelos com Frizz, Anti-frizz, protege os fios contra a umidade, com Óleo de Babassu + Concentrated Smoothing Complex, Exclusivo Amazon, 300ml",l´oreal,12720,B08Y14ZDF8,300ml,"Redken Leave-in Frizz Dismiss Rebel Tame,para cabelos com Frizz, Anti-frizz, protege os fios contra a umidade, com Óleo de Babassu + Concentrated Smoothing Complex, Exclusivo Amazon, 300ml",l´oreal,1.0,singleton,
759,prod_dcdee608f073,amazon_br,"L'Oréal Professionnel NutriOil Leave-in, Hidratação e Nutrição Intensa para Cabelos Secos e Sem Brilho, com Óleo de Coco, Proteção Térmica e Antifrizz, 150ml",l'oréal professionnel paris,11296,B0B7SH8YPV,150ml,"L'Oréal Professionnel NutriOil Leave-in, Hidratação e Nutrição Intensa para Cabelos Secos e Sem Brilho, com Óleo de Coco, Proteção Térmica e Antifrizz, 150ml",l'oréal professionnel paris,1.0,singleton,
760,prod_1382ac8c6624,amazon_br,"Ápice Ativador e Modelador de Cachos | Hidratação, Definição e Controle de Frizz para Cabelos Cacheados e Crespos | 500g",apse cosmetics,4299,B0CZ4J8ZWT,500g,"Ápice Ativador e Modelador de Cachos | Hidratação, Definição e Controle de Frizz para Cabelos Cacheados e Crespos | 500g",apse cosmetics,1.0,singleton,
761,prod_8d1218244d96,amazon_br,"Grampo de cabelo borboleta de strass com borla, clipe de cabelo de metal de cristal brilhante, acessório de cabelo de borla elegante para mulheres e meninas (tamanho: 6 x 5 cm, comprimento da borla 10",generic,2234,B0FQT9T3QG,,"Grampo de cabelo borboleta de strass com borla, clipe de cabelo de metal de cristal brilhante, acessório de cabelo de borla elegante para mulheres e meninas (tamanho: 6 x 5 cm, comprimento da borla 10",generic,1.0,singleton,
5527,prod_42251101ad67,amazon_br,Lady Million Paco Rabanne Feminino Eau De Parfum 30 ml,paco rabanne,29900,B003YC6GKO,30ml,Lady Million Paco Rabanne Feminino Eau De Parfum 30 ml,paco rabanne,1.0,singleton,
763,prod_e1de5f7134a4,amazon_br,"L'Oréal Professionnel NutriOil Máscara de Tratamento para Nutrição Intensa, Ideal para Cabelos Secos e Sem Brilho, com Óleo de Soja, 250g",l'oréal professionnel paris,12090,B0B7SGQVT2,250g,"L'Oréal Professionnel NutriOil Máscara de Tratamento para Nutrição Intensa, Ideal para Cabelos Secos e Sem Brilho, com Óleo de Soja, 250g",l'oréal professionnel paris,1.0,singleton,
764,prod_b55860999440,amazon_br,"L'Oréal Paris Elseve Bond Repair Kit Reparação Molecular com Ácido Cítrico para Cabelos Danificados, Reconstrói Ligações e Devolve Força (Shampoo + Condicionador + Sachê Pré-Shampoo)",elseve,6490,B0F6NN7SBX,,"L'Oréal Paris Elseve Bond Repair Kit Reparação Molecular com Ácido Cítrico para Cabelos Danificados, Reconstrói Ligações e Devolve Força (Shampoo + Condicionador + Sachê Pré-Shampoo)",elseve,1.0,singleton,
765,prod_e1f463f56b2a,amazon_br,"Pantene Máscara de Nutrição e Hidratação para Cabelo - Hidrata e Resgata com Colágeno, Pró-Vitamina B5 e Biotina, Livre de Óleo Mineral e Parabenos, 550ml",pantene,,B09RGRSJQ9,550ml,"Pantene Máscara de Nutrição e Hidratação para Cabelo - Hidrata e Resgata com Colágeno, Pró-Vitamina B5 e Biotina, Livre de Óleo Mineral e Parabenos, 550ml",pantene,1.0,singleton,
766,prod_581a8ed69cf5,amazon_br,Phytoervas Clareador De Cabelos Sun In - 120Ml,phytoervas,1499,B077TBT4NS,120ml,Phytoervas Clareador De Cabelos Sun In - 120Ml,phytoervas,1.0,singleton,
66943,prod_87a23142920c,mercadolivre,Haus Labs By Lady Gaga Bio-radiant Gel-powder Highlighter,Haus Labs,69296,,,Haus Labs By Lady Gaga Bio-radiant Gel-powder Highlighter,Haus Labs,1.0,singleton,
767,prod_81755a2845e3,amazon_br,"1 toalha de cabelo seco, touca de secagem de cabelo, turbantes de cabelo para cabelos molhados, toalhas de cabelo para secar para todos os tipos de cabelo, anti-frizz, toalha de cabelo seco - roxo","generic, generic",1538,B0DP4G3HDR,,"1 toalha de cabelo seco, touca de secagem de cabelo, turbantes de cabelo para cabelos molhados, toalhas de cabelo para secar para todos os tipos de cabelo, anti-frizz, toalha de cabelo seco - roxo","generic, generic",1.0,singleton,
768,prod_ad2ad593b7a4,amazon_br,"Apse Kit Completo 5 Itens Tratamento Cachos - Shampoo, Condicionador, Máscara, Ativador e Gelatina - Enrichecido com D Pantenol, Karité, Óleo de Coco e Aloe Vera - Para Cabelos Ondulados e Cacheados",apse cosmetics,15111,B0C3DGRNCP,,"Apse Kit Completo 5 Itens Tratamento Cachos - Shampoo, Condicionador, Máscara, Ativador e Gelatina - Enrichecido com D Pantenol, Karité, Óleo de Coco e Aloe Vera - Para Cabelos Ondulados e Cacheados",apse cosmetics,1.0,singleton,
769,prod_98079d38abe0,amazon_br,"Pantene Máscara Capilar 3 em 1 - Manutenção Pró-Vitaminas Finalizador Selante Pontas Duplas e Secas, Tratamento de Revitaliização Intensa, Livre de Corantes, Sal e Sulfatos, 550ml",pantene,1998,B0CWNB5L5X,550ml,"Pantene Máscara Capilar 3 em 1 - Manutenção Pró-Vitaminas Finalizador Selante Pontas Duplas e Secas, Tratamento de Revitaliização Intensa, Livre de Corantes, Sal e Sulfatos, 550ml",pantene,1.0,singleton,
770,prod_5b5b3319a315,amazon_br,Máscara Amend Expertise Reconstrutora Complete Repair Cabelos Danificados 300g,amend,2461,B0713TJNJ5,300g,Máscara Amend Expertise Reconstrutora Complete Repair Cabelos Danificados 300g,amend,1.0,singleton,
5756,prod_66428d0a3f8c,amazon_br,Angelica Zapata - Merlot,angelica zapata,17800,B092MR57GQ,,Angelica Zapata - Merlot,angelica zapata,1.0,singleton,
771,prod_5d0fb669fb61,amazon_br,"10 peças de grampos de cabelo para mulheres – Grampos de mandíbula foscos de várias formas sem seda para cabelos grossos finos médios finos, acessórios de cabelo bonitos modernos para mulheres fixação",generic,1846,B0FR1D7SC8,,"10 peças de grampos de cabelo para mulheres – Grampos de mandíbula foscos de várias formas sem seda para cabelos grossos finos médios finos, acessórios de cabelo bonitos modernos para mulheres fixação",generic,1.0,singleton,
772,prod_d04d5003325c,amazon_br,Lavitan Mais Hair Cabelos E Unhas 60 Cápsulas,cimed,2188,B08LN382J3,,Lavitan Mais Hair Cabelos E Unhas 60 Cápsulas,cimed,1.0,singleton,
773,prod_190c4a70068f,amazon_br,Ricca Escova Raquete Flex Pink,ricca,2500,B09VC4DCCF,,Ricca Escova Raquete Flex Pink,ricca,1.0,singleton,
774,prod_66c4d1ec6dad,amazon_br,Alfaparf Milano Semi di Lino Sublime Cristalli Liquidi Óleo Capilar com Proteção Térmica – Para todos os tipos de cabelos - Protege e ilumina a fibra capilar - Fórmula vegana – Qualidade Profissional de salão 15ml,alfaparf milano,5980,B0CF6RYPWD,15ml,Alfaparf Milano Semi di Lino Sublime Cristalli Liquidi Óleo Capilar com Proteção Térmica – Para todos os tipos de cabelos - Protege e ilumina a fibra capilar - Fórmula vegana – Qualidade Profissional de salão 15ml,alfaparf milano,1.0,singleton,
775,prod_ccd04939f252,amazon_br,"Redken One United, Leave-in Multibenefícios, Fórmula Livre de Sulfatos e Parabenos, Tratamento com Proteção Térmica até 230°C para Todos os Tipos de Cabelos",redken,7706,B00YO38G4Q,,"Redken One United, Leave-in Multibenefícios, Fórmula Livre de Sulfatos e Parabenos, Tratamento com Proteção Térmica até 230°C para Todos os Tipos de Cabelos",redken,1.0,singleton,
776,prod_0aed854dc1ed,amazon_br,E.lixir Blend de 7 Óleos - Brilho e Luminosidade - BEAUTYCOLOR - 40ml,beautycolor,1789,B07H124PJL,40ml,E.lixir Blend de 7 Óleos - Brilho e Luminosidade - BEAUTYCOLOR - 40ml,beautycolor,1.0,singleton,
779,prod_63573d008f93,amazon_br,D'AGUA NATURAL Gel D'Agua Fixador D'Agua Natural 750 G,d'agua natural,2653,B07FFFQ65Z,750g,D'AGUA NATURAL Gel D'Agua Fixador D'Agua Natural 750 G,d'agua natural,1.0,singleton,
780,prod_1dd4b9d8e432,amazon_br,"Vichy Dercos DS Shampoo Anticaspa, Tratamento para Cabelos Secos, Elimina 100% da Caspa Visível, Alivia a Coceira e Previne o Reaparecimento por 6 Semanas, 300g",vichy,8590,B0CZ4CP8TZ,300g,"Vichy Dercos DS Shampoo Anticaspa, Tratamento para Cabelos Secos, Elimina 100% da Caspa Visível, Alivia a Coceira e Previne o Reaparecimento por 6 Semanas, 300g",vichy,1.0,singleton,
781,prod_c7e47b848aa6,amazon_br,"Inoar, Máscara Capilar Meu Cacho Meu Crush – Hidratação, Brilho e Definição com Colágeno Vegetal e Vitamina E - 500ml",inoar,2690,B0BYB64BXN,500ml,"Inoar, Máscara Capilar Meu Cacho Meu Crush – Hidratação, Brilho e Definição com Colágeno Vegetal e Vitamina E - 500ml",inoar,1.0,singleton,
782,prod_2817850c98d0,amazon_br,Escova Cabelo Fitagem Cachos Ondulado Finalização Profissional Raquete Wave Mechas - Ideal para Cabelos Cacheados,genérico,1989,B0FW26N9ST,,Escova Cabelo Fitagem Cachos Ondulado Finalização Profissional Raquete Wave Mechas - Ideal para Cabelos Cacheados,genérico,1.0,singleton,
792,prod_96e388c0b3b7,amazon_br,"L'Oréal Professionnel Shampoo Pro Longer, Reduz a Quebra e Aparência de Pontas Duplas, Adiciona Volume e Brilho, Para Cabelos Finos e Com Afinamento, 750ml",l'oréal professionnel paris,14900,B0918FP5KR,750ml,"L'Oréal Professionnel Shampoo Pro Longer, Reduz a Quebra e Aparência de Pontas Duplas, Adiciona Volume e Brilho, Para Cabelos Finos e Com Afinamento, 750ml",l'oréal professionnel paris,1.0,singleton,
783,prod_43095da636f8,amazon_br,"Shampoo Colorante 3 em 1 KAISASA, Marrom Escuro, 500ml, com Óleo de Argan e Azeite, Cobertura de Grisalhos",kaisasa,5999,B0DQGPWZ7B,500ml,"Shampoo Colorante 3 em 1 KAISASA, Marrom Escuro, 500ml, com Óleo de Argan e Azeite, Cobertura de Grisalhos",kaisasa,1.0,singleton,
784,prod_aa5076f800ef,amazon_br,"Tangle Teezer - Escova de cabelo desembaraçadora The Wet Detangler Black para todos os tipos de cabelo, seco e úmido. Cor: Preta",tangle teezer,7498,B07D38HKCS,,"Tangle Teezer - Escova de cabelo desembaraçadora The Wet Detangler Black para todos os tipos de cabelo, seco e úmido. Cor: Preta",tangle teezer,1.0,singleton,
785,prod_298f93b1b0ef,amazon_br,Leave-in Spray Hidratei com água de coco 250ml: Cabelo bonito é cabelo hidratado,hidratei,9900,B095KPKBGX,,Leave-in Spray Hidratei com água de coco 250ml: Cabelo bonito é cabelo hidratado,hidratei,1.0,singleton,
786,prod_40bc268f88e6,amazon_br,Softhair Spray Defrizante Cachos,soft hair,1535,B0C7RKC9XL,,Softhair Spray Defrizante Cachos,soft hair,1.0,singleton,
2593,prod_e7f90ea91bf8,amazon_br,"Harry Potter Kit de Pincéis Quem Disse, Berenice?",quem disse berenice,8500,B0DFX4H52Y,,"Harry Potter Kit de Pincéis Quem Disse, Berenice?",quem disse berenice,1.0,singleton,
787,prod_e00988f42f7f,amazon_br,"Shampoo Colorante KAISASA 3 em 1 para Cabelos Grisalhos, Preto, Efeito Semipermanente, com Óleo de Argan e Cúrcuma",kaisasa,4579,B0DQH2FG31,,"Shampoo Colorante KAISASA 3 em 1 para Cabelos Grisalhos, Preto, Efeito Semipermanente, com Óleo de Argan e Cúrcuma",kaisasa,1.0,singleton,
788,prod_0fe36dcdec42,amazon_br,"3 presilhas de cabelo de baa para mulheres, grampos de cabelo grandes antiderrapantes, acessórios de cabelo clássicos de pentes duplos para cabelo curto, encaracolado liso e grosso, fino, liso",generic,2234,B0F6T4VSQR,,"3 presilhas de cabelo de baa para mulheres, grampos de cabelo grandes antiderrapantes, acessórios de cabelo clássicos de pentes duplos para cabelo curto, encaracolado liso e grosso, fino, liso",generic,1.0,singleton,
789,prod_fc1200c7a7aa,amazon_br,"12 peças de grampos de cabelo florais delicados coloridos, grampos de cabelo de flor de cristal de metal, decoração de cabelo, acessórios de cabelo",generic,1885,B0DQY92JQJ,,"12 peças de grampos de cabelo florais delicados coloridos, grampos de cabelo de flor de cristal de metal, decoração de cabelo, acessórios de cabelo",generic,1.0,singleton,
790,prod_4912f56aec6f,amazon_br,Belliz Escova Flex Pocket Rosa,belliz,2135,B09VC4ZBRY,,Belliz Escova Flex Pocket Rosa,belliz,1.0,singleton,
2369,prod_b56e82a35f38,amazon_br,Melu - Máscara Para Cilios Peel Off Challenge Rr51513,ruby rose,1232,B0CGXR5MY6,,Melu - Máscara Para Cilios Peel Off Challenge Rr51513,ruby rose,1.0,singleton,
793,prod_6fe3dfe31468,amazon_br,Escova Cabelo Fitagem Cachos Ondulado Finalização Profissional Raquete Ondas Mechas + Pente 3 Fileiras Fitagem - RJI Utilidades,rji utilidades,2890,B0FPBTR2Z9,,Escova Cabelo Fitagem Cachos Ondulado Finalização Profissional Raquete Ondas Mechas + Pente 3 Fileiras Fitagem - RJI Utilidades,rji utilidades,1.0,singleton,
794,prod_41990bc35411,amazon_br,"20 peças de grampos de cabelo estrela, estrelas coloridas presilhas de cabelo vazadas kawaii pequeno pentagrama presilhas de cabelo adorável fofo metal cinco pontas estrelas presilhas de cabelo para",generic,1229,B0F9FB2X6G,,"20 peças de grampos de cabelo estrela, estrelas coloridas presilhas de cabelo vazadas kawaii pequeno pentagrama presilhas de cabelo adorável fofo metal cinco pontas estrelas presilhas de cabelo para",generic,1.0,singleton,
795,prod_61b5df41f100,amazon_br,"3 peças de cera de cabelo, escova de cabelo lisa para trás, preta",generic,841,B0DRD3L7HB,,"3 peças de cera de cabelo, escova de cabelo lisa para trás, preta",generic,1.0,singleton,
796,prod_732c0a1fc174,amazon_br,"Cera para Cabelo Modeladora e Antifrizz Stick Manu Cit 13,5g",pink cheeks,6869,B0FBXC7WFV,,"Cera para Cabelo Modeladora e Antifrizz Stick Manu Cit 13,5g",pink cheeks,1.0,singleton,
797,prod_176908bf2a39,amazon_br,"Presilhas de cabelo pequenas para mulheres - 24 peças elegantes mini presilhas de cabelo, permanecem no lugar sem puxar ou prender, plástico durável, resistente - tartaruga e preto",generic,2310,B0F43BKQCD,,"Presilhas de cabelo pequenas para mulheres - 24 peças elegantes mini presilhas de cabelo, permanecem no lugar sem puxar ou prender, plástico durável, resistente - tartaruga e preto",generic,1.0,singleton,
2594,prod_535b58b6f0d3,sephora,Blush touch blush,Clinique,,,,Blush touch blush,Clinique,1.0,singleton,
798,prod_0c0266790a98,amazon_br,"Secador Taiff Stylle 2000w 220v, Taiff, STYLE 334, PRETO, Pequeno",taiff,17996,B07VL6FQCV,,"Secador Taiff Stylle 2000w 220v, Taiff, STYLE 334, PRETO, Pequeno",taiff,1.0,singleton,
799,prod_01c0c90bf6c9,amazon_br,CHARMING Hair Spray Fixador 400 Ml Black Unit Charming,cless,3290,B077C3VFR5,400ml,CHARMING Hair Spray Fixador 400 Ml Black Unit Charming,cless,1.0,singleton,
800,prod_290a52e4dd62,amazon_br,Cless - Mousse Cap Charming 140Ml Normal,cless,2999,B077C1F64H,140ml,Cless - Mousse Cap Charming 140Ml Normal,cless,1.0,singleton,
801,prod_549843ddfef8,amazon_br,"100 laços de cabelo femininos – laços de borracha de algodão sem costura, sem vincos, rabo de cavalo elásticos para penteados finos e espessos, sem danos.",generic,1770,B0F5H43LS4,,"100 laços de cabelo femininos – laços de borracha de algodão sem costura, sem vincos, rabo de cavalo elásticos para penteados finos e espessos, sem danos.",generic,1.0,singleton,
815,prod_d528edaa45e6,amazon_br,GA.MA ITALY Prancha de Cabelo Eleganza Plus Bivolt,ga.ma italy professional,8990,B075KR7YFT,,GA.MA ITALY Prancha de Cabelo Eleganza Plus Bivolt,ga.ma italy professional,1.0,singleton,
66944,prod_b13e4629a91d,mercadolivre,Haus Labs By Lady Gaga Bio-radiant Gel-powder Highlighter,Haus Labs,72943,,,Haus Labs By Lady Gaga Bio-radiant Gel-powder Highlighter,Haus Labs,1.0,singleton,
802,prod_acb033af0407,amazon_br,Secador de Cabelo Compacto Essential Travel Philips BHC010/81 Tecnologia ThermoProtect 110V,philips,10100,B07ZK5LKPN,,Secador de Cabelo Compacto Essential Travel Philips BHC010/81 Tecnologia ThermoProtect 110V,philips,1.0,singleton,
803,prod_9d00089c4194,amazon_br,REDKEN Pasta Modeladora - Brews Maneuver Cream Pomade - 100Ml Redken,l´oreal,9931,B0795YQ8H6,100ml,REDKEN Pasta Modeladora - Brews Maneuver Cream Pomade - 100Ml Redken,l´oreal,1.0,singleton,
804,prod_43a784ccb155,amazon_br,"Secador de Cabelo, 1900W, 220V, Equipado com Concentrador de Ar e Difusor, Plugue de Energia de 16A",morina,10012,B0DW7PSS2H,,"Secador de Cabelo, 1900W, 220V, Equipado com Concentrador de Ar e Difusor, Plugue de Energia de 16A",morina,1.0,singleton,
805,prod_f890d752d330,amazon_br,Blush Compacto Melu RR8714 Caramel RubyRose,ruby rose,1275,B0BKTWBMHD,,Blush Compacto Melu RR8714 Caramel RubyRose,ruby rose,1.0,singleton,
829,prod_459b50197f19,amazon_br,"Escova de cabelo desembaraçadora, cerdas ultra-macias – escova desembaraçadora desliza através dos emaranhados com facilidade para todos os tipos de cabelo – para mulheres, homens, cabelos molhados e",generic,2466,B0DJZBWMBB,,"Escova de cabelo desembaraçadora, cerdas ultra-macias – escova desembaraçadora desliza através dos emaranhados com facilidade para todos os tipos de cabelo – para mulheres, homens, cabelos molhados e",generic,1.0,singleton,
806,prod_264bb3273d03,amazon_br,"Marco Boni, Pente Finalizador, 7604, Cores Sortidas, 1 unidade",marco boni,2553,B0BLV2WTQR,,"Marco Boni, Pente Finalizador, 7604, Cores Sortidas, 1 unidade",marco boni,1.0,singleton,
807,prod_425ac6a28191,amazon_br,"100 peças de acessórios elásticos para cabelo – faixas de cabelo de algodão sem costura, suportes macios de rabo de cavalo para cabelos grossos e finos, elásticos sem danos para mulheres (cor profunda",generic,1538,B0DTSZG42Y,,"100 peças de acessórios elásticos para cabelo – faixas de cabelo de algodão sem costura, suportes macios de rabo de cavalo para cabelos grossos e finos, elásticos sem danos para mulheres (cor profunda",generic,1.0,singleton,
808,prod_38afd2ec2f9d,amazon_br,"Mini grampos de cabelo dourados versáteis para mulheres, ideais para cabelos grossos e finos, acessórios de cabelo de metal elegantes para uso diário, mini grampos de cabelo, estilosos3",generic,,B0DL9F8TFN,,"Mini grampos de cabelo dourados versáteis para mulheres, ideais para cabelos grossos e finos, acessórios de cabelo de metal elegantes para uso diário, mini grampos de cabelo, estilosos3",generic,1.0,singleton,
809,prod_cd8b7a4b8bb9,amazon_br,Anaconda Retok Coloração Castanho Médio,anaconda,1841,B07GRQHRQ4,,Anaconda Retok Coloração Castanho Médio,anaconda,1.0,singleton,
847,prod_d18401b1bb37,amazon_br,"Catharine Hill, Lápis Delineador para Lábios - Skin, Marrom",catharine hill,,B09SQF691D,,"Catharine Hill, Lápis Delineador para Lábios - Skin, Marrom",catharine hill,1.0,singleton,
810,prod_a1496d4ad0a3,amazon_br,Vult Pó Compacto Facial Médio Claro Cor 2 FPS 90 Vult 6g,vult,8399,B0FMC4FL3L,6g,Vult Pó Compacto Facial Médio Claro Cor 2 FPS 90 Vult 6g,vult,1.0,singleton,
811,prod_6f8246002c1c,amazon_br,"ANACONDA Biondina,",anaconda,3089,B07G82KMPH,,"ANACONDA Biondina,",anaconda,1.0,singleton,
812,prod_872a319ee7a2,amazon_br,Truss Specific Mask | Máscara Capilar Hidratante e Reconstrutora | 180g,truss,10818,B085JGGQG9,180g,Truss Specific Mask | Máscara Capilar Hidratante e Reconstrutora | 180g,truss,1.0,singleton,
