source_id,dedupe_id,retailer,name_raw,brand_raw,price_cents,sku,dimension,canonical_name,canonical_brand,cluster_confidence,decision,explanation
1,prod_356a192b7913,amazon_br,La Roche-Posay Cicaplast Baume B5+ Cuidado Multirreparador Calmante,l'oreal,2990,B0C3S51L34,,La Roche-Posay Cicaplast Baume B5+ Cuidado Multirreparador Calmante,l'oreal,1.0,singleton,
2,prod_da4b9237bacc,amazon_br,Óleo Wella Professionals Ultimate Luxe Oil 30ml,wella professionals,5976,B0CYLYGM4V,30ml,Óleo Wella Professionals Ultimate Luxe Oil 30ml,wella professionals,1.0,singleton,
3,prod_77de68daecd8,amazon_br,Máscara Wella Invigo Nutri-Enrich 150ml,wella,7875,B07NVXTGYL,150ml,Máscara Wella Invigo Nutri-Enrich 150ml,wella,1.0,singleton,
4,prod_1b6453892473,amazon_br,Melano CC® Sérum Essence - Sérum de Vitamina C Pura para Ação Antioxidante Que Clareia A Pele E Controla A Oleosidade 20G,メラノcc,5490,B08GB65ZB7,20g,Melano CC® Sérum Essence - Sérum de Vitamina C Pura para Ação Antioxidante Que Clareia A Pele E Controla A Oleosidade 20G,メラノcc,1.0,singleton,
5,prod_ac3478d69a3c,amazon_br,"CeraVe, Loção Hidratante Corporal, com textura Fluida e Ácido Hialurônico",cerave,7379,B07RK4HST7,,"CeraVe, Loção Hidratante Corporal, com textura Fluida e Ácido Hialurônico",cerave,1.0,singleton,
6,prod_c1dfd96eea8c,amazon_br,Bauny - Corretivo Líquido Cor 070-080 5ml,bauny cosméticos,4494,B0CYJ82NG7,5ml,Bauny - Corretivo Líquido Cor 070-080 5ml,bauny cosméticos,1.0,singleton,
7,prod_902ba3cda188,amazon_br,"NIVEA Hidratante Labial Morango Shine 4,8g - Cuidado intensivo para seus lábios, hidratação prolongada, delicioso aroma de morango, pigmentos brilhantes e cor delicada",nivea,1099,B079VRBQ23,,"NIVEA Hidratante Labial Morango Shine 4,8g - Cuidado intensivo para seus lábios, hidratação prolongada, delicioso aroma de morango, pigmentos brilhantes e cor delicada",nivea,1.0,singleton,
8,prod_fe5dbbcea5ce,amazon_br,Wella Professionals Oil Reflections Óleo Capilar 100 ml,wella,11532,B07Y1T5YZ2,100ml,Wella Professionals Oil Reflections Óleo Capilar 100 ml,wella,1.0,singleton,
9,prod_0ade7c2cf97f,amazon_br,"Hidratante Corporal Ureadin, Isdin",isdin,5815,B07V52M71L,,"Hidratante Corporal Ureadin, Isdin",isdin,1.0,singleton,
10,prod_b1d5781111d8,amazon_br,La Roche-Posay Cicaplast Baume B5+ Cuidado Multirreparador Calmante,la roche-posay,4990,B072MK7BN2,,La Roche-Posay Cicaplast Baume B5+ Cuidado Multirreparador Calmante,la roche-posay,1.0,singleton,
11,prod_17ba0791499d,amazon_br,"NIVEA Sabonete Líquido Frangipani & Oil 250ml - Fragrância da flor frangipani com pérolas de óleo, sensação de pele macia e hidratada",nivea,1206,B079VPDDBF,250ml,"NIVEA Sabonete Líquido Frangipani & Oil 250ml - Fragrância da flor frangipani com pérolas de óleo, sensação de pele macia e hidratada",nivea,1.0,singleton,
66927,prod_256b11186a03,mercadolivre,Canmake Poreless Airy Makeup Base (pure White) Cor 01 | 9g Todo Tipo De Pele Dia/noite,Canmake,17810,,,Canmake Poreless Airy Makeup Base (pure White) Cor 01 | 9g Todo Tipo De Pele Dia/noite,Canmake,1.0,singleton,
12,prod_7b52009b64fd,amazon_br,"L'Oréal Professionnel NutriOil, Shampoo de Nutrição Intensa com Óleo de Coco, Ideal para Cabelos Secos e Sem Brilho, Limpeza Suave, Mais Maciez e Brilho 300ml",l'oréal professionnel paris,7181,B0B7SDZGBN,300ml,"L'Oréal Professionnel NutriOil, Shampoo de Nutrição Intensa com Óleo de Coco, Ideal para Cabelos Secos e Sem Brilho, Limpeza Suave, Mais Maciez e Brilho 300ml",l'oréal professionnel paris,1.0,singleton,
13,prod_bd307a3ec329,amazon_br,"CeraVe, Gel de Limpeza Facial para pele oleosa, com Ácido Hialurônico e Niacinamida",l'oréal,6290,B07XP6N3BC,,"CeraVe, Gel de Limpeza Facial para pele oleosa, com Ácido Hialurônico e Niacinamida",l'oréal,1.0,singleton,
14,prod_fa35e192121e,amazon_br,"Rapunzel Milk Leave-in Spray 250ml , Lola Cosmetics",lola,1700,B074LSYFTJ,250ml,"Rapunzel Milk Leave-in Spray 250ml , Lola Cosmetics",lola,1.0,singleton,
15,prod_f1abd670358e,amazon_br,"NIVEA Protetor Labial Med Repair FPS15 4,8g - Hidrata e regenera os lábios ressecados e machucados, com Vitamina E e óleos naturais, proporciona reparação intensiva e alívio imediato",nivea,1190,B07F3CXQ5G,,"NIVEA Protetor Labial Med Repair FPS15 4,8g - Hidrata e regenera os lábios ressecados e machucados, com Vitamina E e óleos naturais, proporciona reparação intensiva e alívio imediato",nivea,1.0,singleton,
16,prod_1574bddb75c7,amazon_br,L’Oréal Paris L'Oréal Paris Revitalift Blur Mágico - Primer 27G,l'oreal paris,4590,B077C3M6VK,27g,L’Oréal Paris L'Oréal Paris Revitalift Blur Mágico - Primer 27G,l'oreal paris,1.0,singleton,
17,prod_0716d9708d32,amazon_br,BASE LIQUIDA -ULTRA COBERTURA-D3-CLARO,dailus,3339,B0BNP3R629,,BASE LIQUIDA -ULTRA COBERTURA-D3-CLARO,dailus,1.0,singleton,
18,prod_9e6a55b6b456,amazon_br,BASE LIQUIDA -ULTRA COBERTURA-D5-MEDIO,dailus,2999,B0BNP1SNDT,,BASE LIQUIDA -ULTRA COBERTURA-D5-MEDIO,dailus,1.0,singleton,
24,prod_4d134bc07221,amazon_br,Moge Sabonete Líquido Flor De Lavanda 240Ml,monange,574,B092G8YQLV,240ml,Moge Sabonete Líquido Flor De Lavanda 240Ml,monange,1.0,singleton,
19,prod_b3f0c7f6bb76,amazon_br,"Loréal Elsève Creme Tratamento Leave in Cicatri Renov, Branco",l'oreal paris,1605,B07DKFLT3S,,"Loréal Elsève Creme Tratamento Leave in Cicatri Renov, Branco",l'oreal paris,1.0,singleton,
20,prod_91032ad7bbcb,amazon_br,Creme Hidratante Corporal para Pele Seca e Sensível Cetaphil 453g - Hidratação 48h,cetaphil,6590,B079VXJK79,453g,Creme Hidratante Corporal para Pele Seca e Sensível Cetaphil 453g - Hidratação 48h,cetaphil,1.0,singleton,
21,prod_472b07b9fcf2,amazon_br,Lux Sabonete Liquido Rosas Francesas 200Ml Refil,lux(ラックス),699,B07LFKT898,200ml,Lux Sabonete Liquido Rosas Francesas 200Ml Refil,lux(ラックス),1.0,singleton,
22,prod_12c6fc06c99a,amazon_br,"Argan Óleo Reparador 50ml , Lola Cosmetics",lola,1510,B07SBXMSGB,50ml,"Argan Óleo Reparador 50ml , Lola Cosmetics",lola,1.0,singleton,
23,prod_d435a6cdd786,amazon_br,Super Balm Antiacne Simple Organic,simple organic,8990,B0F8JM65W2,,Super Balm Antiacne Simple Organic,simple organic,1.0,singleton,
2071,prod_739adce0f324,amazon_br,"KIKO MILANO, Unlimited Blush, Blush em Pó, Cor",kiko milano,9990,B07YQDCNYP,,"KIKO MILANO, Unlimited Blush, Blush em Pó, Cor",kiko milano,1.0,singleton,
25,prod_f6e1126cedeb,amazon_br,"La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g",l'oréal dca br,5754,B0BLZVD5S5,30g,"La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g",l'oréal dca br,1.0,singleton,
26,prod_887309d048be,amazon_br,"Densidade Acidificante Capilar 250g, Lola Cosmetics",lola,2328,B09KCYYZNG,250g,"Densidade Acidificante Capilar 250g, Lola Cosmetics",lola,1.0,singleton,
27,prod_bc33ea4e26e5,amazon_br,"La Roche-Posay Anthelios Airlicium, Protetor Solar Facial Antioleosidade FPS80 com Controle de Oleosidade, Efeito Matte, Cobertura Uniforme e Toque Seco Sem Cor 40g",l'oréal dca br,6166,B0BJ347WND,40g,"La Roche-Posay Anthelios Airlicium, Protetor Solar Facial Antioleosidade FPS80 com Controle de Oleosidade, Efeito Matte, Cobertura Uniforme e Toque Seco Sem Cor 40g",l'oréal dca br,1.0,singleton,
28,prod_0a57cb53ba59,amazon_br,"Kit Sabonete, PHEBO, Amarelo, 720g",phebo,3029,B00N6AKNQW,720g,"Kit Sabonete, PHEBO, Amarelo, 720g",phebo,1.0,singleton,
29,prod_7719a1c782a1,amazon_br,"CeraVe Creme Hidratante Corporal, para Pele Seca a Extra Seca, com 3 Ceramidas Essenciais e Ácido Hialurônico, Hidratação Profunda e Duradoura, Tecnologia MVE, Sem Perfume, 453g",cerave,7490,B07XP8K162,453g,"CeraVe Creme Hidratante Corporal, para Pele Seca a Extra Seca, com 3 Ceramidas Essenciais e Ácido Hialurônico, Hidratação Profunda e Duradoura, Tecnologia MVE, Sem Perfume, 453g",cerave,1.0,singleton,
172,prod_c1aa04bf421e,amazon_br,Base Time Wise 3D Ivory N160,mary kay,6984,B08YH2YNBT,,Base Time Wise 3D Ivory N160,mary kay,1.0,singleton,
30,prod_22d200f8670d,amazon_br,"Bepantol Derma Hidratante Corporal e Hidratante Facial, Spray 50ml",bepantol derma,3750,B0C7F9DRY6,50ml,"Bepantol Derma Hidratante Corporal e Hidratante Facial, Spray 50ml",bepantol derma,1.0,singleton,
31,prod_632667547e7c,amazon_br,"Maybelline NY The Colossal Volum' Express, Máscara de Cílios Lavável, 9x mais Volume por até 24h, Fórmula com Colágeno para Definição Intensa, Não Empelota, Cor Preto, 8ml",maybelline,3301,B077BY5B8Q,8ml,"Maybelline NY The Colossal Volum' Express, Máscara de Cílios Lavável, 9x mais Volume por até 24h, Fórmula com Colágeno para Definição Intensa, Não Empelota, Cor Preto, 8ml",maybelline,1.0,singleton,
32,prod_cb4e5208b4cd,amazon_br,KIT WELLA INVIGO NUTRI-ENRICH SH 1L + COND 1L,wella,,B07SS75LR2,1l,KIT WELLA INVIGO NUTRI-ENRICH SH 1L + COND 1L,wella,1.0,singleton,
33,prod_b6692ea5df92,amazon_br,NIINA SECRETS BASE HIDRA GLOW COR 05 30ml,eudora,5073,B08L4137M8,30ml,NIINA SECRETS BASE HIDRA GLOW COR 05 30ml,eudora,1.0,singleton,
34,prod_f1f836cb4ea6,amazon_br,"Gorgeous Shine Oil Revival 60ml Reparador, BRAÉ",braé,5481,B088F2F1PX,60ml,"Gorgeous Shine Oil Revival 60ml Reparador, BRAÉ",braé,1.0,singleton,
35,prod_972a67c48192,amazon_br,"Kit Profissional de Pincéis de Maquiagem 14 em 1, Cor Prata, Conjunto para Maquiagem de Festa e Contorno, Cerdas Sintéticas de Luxo e Cabo Resistente",genérico,2699,B0FXX4M6T6,,"Kit Profissional de Pincéis de Maquiagem 14 em 1, Cor Prata, Conjunto para Maquiagem de Festa e Contorno, Cerdas Sintéticas de Luxo e Cabo Resistente",genérico,1.0,singleton,
36,prod_fc074d501302,amazon_br,Lux Sabonete Líquido Refil Buquê de Jasmim 900ml,lux(ラックス),1889,B0DBX1JGY1,900ml,Lux Sabonete Líquido Refil Buquê de Jasmim 900ml,lux(ラックス),1.0,singleton,
37,prod_cb7a1d775e80,amazon_br,CeraVe Loção Hidratante para o Rosto,cerave,6169,B096XPFVLL,,CeraVe Loção Hidratante para o Rosto,cerave,1.0,singleton,
38,prod_5b384ce32d8c,amazon_br,Leave-in Amend Luxe Creations Blonde Care 180ml,amend,3190,B09M64X8FK,180ml,Leave-in Amend Luxe Creations Blonde Care 180ml,amend,1.0,singleton,
39,prod_ca3512f4dfa9,amazon_br,"Bemdita Ghee Hidratação Baa 350g , Lola Cosmetics",lola,3090,B077C1G4JJ,350g,"Bemdita Ghee Hidratação Baa 350g , Lola Cosmetics",lola,1.0,singleton,
40,prod_af3e133428b9,amazon_br,"Maybelline NY Lash Sensational Sky High Cosmic Black, Máscara de Cílios Lavável com Extrato de Bambu e Escova Flexível para Alongamento Sem Limites, Pigmento Preto Intenso, Edição Especial, 7,2ml",maybelline,5527,B09J5HRNTM,,"Maybelline NY Lash Sensational Sky High Cosmic Black, Máscara de Cílios Lavável com Extrato de Bambu e Escova Flexível para Alongamento Sem Limites, Pigmento Preto Intenso, Edição Especial, 7,2ml",maybelline,1.0,singleton,
41,prod_761f22b2c159,amazon_br,"Océane Paleta de Sombras Nádia Tambasco By Océane - To Go Fire 7,2g",océane,3590,B08XZD237H,,"Océane Paleta de Sombras Nádia Tambasco By Océane - To Go Fire 7,2g",océane,1.0,singleton,
42,prod_92cfceb39d57,amazon_br,Paixão Óleo Corporal Tentadora 100 Ml,paixão,949,B07F1THSY7,100ml,Paixão Óleo Corporal Tentadora 100 Ml,paixão,1.0,singleton,
43,prod_0286dd552c9b,amazon_br,Payot Batom Hidratante Payot Nude,payot,3690,B0BMZH6BW4,,Payot Batom Hidratante Payot Nude,payot,1.0,singleton,
439,prod_0fdf6a63ef21,amazon_br,Paleta de sombras The NUDE Edition essence,essence,3390,B084TN4H3W,,Paleta de sombras The NUDE Edition essence,essence,1.0,singleton,
44,prod_98fbc42faedc,amazon_br,"EUCERIN Protetor Solar Facial Antimanchas FPS 60 50ml, Pigment Control, Clareador, Proteção UVA, UVB e Luz Visível, Thiamidol",eucerin,6515,B08128RCWK,50ml,"EUCERIN Protetor Solar Facial Antimanchas FPS 60 50ml, Pigment Control, Clareador, Proteção UVA, UVB e Luz Visível, Thiamidol",eucerin,1.0,singleton,
45,prod_fb644351560d,amazon_br,NIVEA Loção Deo-Hidratante Milk 400ml - Hidratação e nutrição profunda por 72h para uma pele macia e suave,nivea,1599,B079VQTK2M,400ml,NIVEA Loção Deo-Hidratante Milk 400ml - Hidratação e nutrição profunda por 72h para uma pele macia e suave,nivea,1.0,singleton,
46,prod_fe2ef495a115,amazon_br,"Flor de Ypê Sabonete Líquido, Flor de Laranjeira e Damasco, 200ml (Refil)",flor de ypê,681,B0DSCFM17J,200ml,"Flor de Ypê Sabonete Líquido, Flor de Laranjeira e Damasco, 200ml (Refil)",flor de ypê,1.0,singleton,
47,prod_827bfc458708,amazon_br,"Flor de Ypê Sabonete Líquido, Frésia e Pêssego, 200ml (Refil)",flor de ypê,681,B0DSCH3BL5,200ml,"Flor de Ypê Sabonete Líquido, Frésia e Pêssego, 200ml (Refil)",flor de ypê,1.0,singleton,
66928,prod_39ddb754d451,mercadolivre,Pó De Blush Sem Talco Color Fuse Com Arnica Haus Labs,Haus Labs,28977,,,Pó De Blush Sem Talco Color Fuse Com Arnica Haus Labs,Haus Labs,1.0,singleton,
48,prod_64e095fe763f,amazon_br,Sabonete Lux Flor de Lotus 85g,lux(ラックス),249,B07H11962Y,85g,Sabonete Lux Flor de Lotus 85g,lux(ラックス),1.0,singleton,
49,prod_2e01e1746789,amazon_br,"Massageador Facial LED 7 Cores - Modos, Aparelho Anti-Rugas para Rosto e Pescoço, Tratamento Estético Vibratório com Luz LED Para Elevação da Pele Lifting Bivolt Recarregável (Branco)",genérico,4750,B0DSZ6JF2B,,"Massageador Facial LED 7 Cores - Modos, Aparelho Anti-Rugas para Rosto e Pescoço, Tratamento Estético Vibratório com Luz LED Para Elevação da Pele Lifting Bivolt Recarregável (Branco)",genérico,1.0,singleton,
50,prod_e1822db470e6,amazon_br,Océane Oceane Massageador Facial - 3d Facial Roller,océane,2550,B0862QR7D3,,Océane Oceane Massageador Facial - 3d Facial Roller,océane,1.0,singleton,
51,prod_b7eb6c689c03,amazon_br,"Truss Frizz Zero Leave-In | Máscara Líquida para Controle de Frizz, Brilho e Hidratação | 260ml",truss,9441,B09VMDCXQM,260ml,"Truss Frizz Zero Leave-In | Máscara Líquida para Controle de Frizz, Brilho e Hidratação | 260ml",truss,1.0,singleton,
57,prod_9109c85a45b7,amazon_br,"Sabonete Líquido Refil 200Ml Lavanda, Lux Suave, Lux",lux(ラックス),699,B07LFL33R7,200ml,"Sabonete Líquido Refil 200Ml Lavanda, Lux Suave, Lux",lux(ラックス),1.0,singleton,
52,prod_a9334987ece7,amazon_br,"NIVEA Sabonete em Barra Pure Milk Sensitive Promo 6 un. 90g - Fórmula enriquecida com a preciosa essência do leite, proporciona uma pele macia e hidratada após o banho",nivea,617,B09NB8K4B9,90g,"NIVEA Sabonete em Barra Pure Milk Sensitive Promo 6 un. 90g - Fórmula enriquecida com a preciosa essência do leite, proporciona uma pele macia e hidratada após o banho",nivea,1.0,singleton,
53,prod_c5b76da3e608,amazon_br,Wella Professionals Oil Reflections Light Óleo Capilar 30 ml,wella,5211,B01L4S8YHM,30ml,Wella Professionals Oil Reflections Light Óleo Capilar 30 ml,wella,1.0,singleton,
54,prod_80e28a51cbc2,amazon_br,"L'Oréal Paris Revitalift Pro-Retinol, Sérum Facial Antirrugas com Retinol Puro de Uso Noturno, Melhora a Firmeza da Pele e Reduz Rugas Profundas em 2 Semanas, 30ml",l'oreal paris,7490,B0B46TH84S,30ml,"L'Oréal Paris Revitalift Pro-Retinol, Sérum Facial Antirrugas com Retinol Puro de Uso Noturno, Melhora a Firmeza da Pele e Reduz Rugas Profundas em 2 Semanas, 30ml",l'oreal paris,1.0,singleton,
55,prod_8effee409c62,amazon_br,Rexona Sabonete Em Barra Multivitaminas 84G 6 Barras,rexona,999,B0BBSTXV9X,84g,Rexona Sabonete Em Barra Multivitaminas 84G 6 Barras,rexona,1.0,singleton,
56,prod_54ceb91256e8,amazon_br,Máscara Wella Professionals Ultimate Luxe Oil 500ml,wella professionals,25641,B0CYLZCKT3,500ml,Máscara Wella Professionals Ultimate Luxe Oil 500ml,wella professionals,1.0,singleton,
2120,prod_7513f90fc527,amazon_br,BASE STICK FPS 80 BEIGE - 17g,adcos,14690,B0CF78FY53,17g,BASE STICK FPS 80 BEIGE - 17g,adcos,1.0,singleton,
58,prod_667be543b022,amazon_br,"NIVEA Hidratante Corporal Beleza Radiante Pele Uniforme 200ml - Para a beleza da pele negra, uniformiza o tom da pele em 2 semanas e repara as áreas ressecadas, com vitamina C",beiersdorf,1599,B0B1RV3J93,200ml,"NIVEA Hidratante Corporal Beleza Radiante Pele Uniforme 200ml - Para a beleza da pele negra, uniformiza o tom da pele em 2 semanas e repara as áreas ressecadas, com vitamina C",beiersdorf,1.0,singleton,
59,prod_5a5b0f9b7d3f,amazon_br,Dove Sabonete Em Barra Branco 90G - 8 Unidades,dove,2665,B088Z64C82,90g,Dove Sabonete Em Barra Branco 90G - 8 Unidades,dove,1.0,singleton,
60,prod_e6c3dd630428,amazon_br,"Kit Creme Facial Anti-idade L'Oréal Paris Revitalift Hialurônico Noturno + Diurno FPS 20, 49g",l'oréal,7009,B09H8P5L6J,49g,"Kit Creme Facial Anti-idade L'Oréal Paris Revitalift Hialurônico Noturno + Diurno FPS 20, 49g",l'oréal,1.0,singleton,
61,prod_6c1e671f9af5,amazon_br,"EUCERIN Dual Sérum Facial Antimanchas e Anti-idade 30ml, Anti-Pigment, Clareador, Thiamidol, Ácido Hialurônico",eucerin,21990,B07SJSZHD7,30ml,"EUCERIN Dual Sérum Facial Antimanchas e Anti-idade 30ml, Anti-Pigment, Clareador, Thiamidol, Ácido Hialurônico",eucerin,1.0,singleton,
62,prod_511a418e7259,amazon_br,"Sabonete Líquido Rosas Francesas Óleos Hidraflorais Lux Botanicals Frasco 250ml, Lux",lux(ラックス),999,B07LFKD59Y,250ml,"Sabonete Líquido Rosas Francesas Óleos Hidraflorais Lux Botanicals Frasco 250ml, Lux",lux(ラックス),1.0,singleton,
3259,prod_ed86f246f734,amazon_br,Corretivo Líquido Cover Up MMC03 - MM 1800-3 - Mari Maria,Mari Maria Makeup,4990,B0D54JYTDD,,Corretivo Líquido Cover Up MMC03 - MM 1800-3 - Mari Maria,Mari Maria Makeup,1.0,singleton,
63,prod_a17554a0d2b1,amazon_br,Mascara Antipoluicao Sache 8G Max Love,max love,299,B0BDPLB7KZ,8g,Mascara Antipoluicao Sache 8G Max Love,max love,1.0,singleton,
64,prod_c66c65175fec,amazon_br,"L'Oréal Paris Creme Facial Antirrugas Revitalift Pro Retinol Cuidado Diurno FPS20, 49g",l'oreal paris,5580,B0C2DL4CJW,49g,"L'Oréal Paris Creme Facial Antirrugas Revitalift Pro Retinol Cuidado Diurno FPS20, 49g",l'oreal paris,1.0,singleton,
65,prod_2a459380709e,amazon_br,Máscara Wella Professionals Ultimate Luxe Oil 150ml,wella professionals,19907,B0CYM3D6B3,150ml,Máscara Wella Professionals Ultimate Luxe Oil 150ml,wella professionals,1.0,singleton,
66,prod_59129aacfb6c,amazon_br,Rexona Sabonete Em Barra Fresh Pack 6 84G,rexona,999,B08TSKG6XQ,84g,Rexona Sabonete Em Barra Fresh Pack 6 84G,rexona,1.0,singleton,
67,prod_4d89d294cd4c,amazon_br,"Granado Sabonete Líquido Terrapeutics, Lavanda, Lilás, 300ml",granado,2049,B00U4WBVVG,300ml,"Granado Sabonete Líquido Terrapeutics, Lavanda, Lilás, 300ml",granado,1.0,singleton,
6440,prod_0c1240071a8b,amazon_br,Colonia Urbano Noite 100ml,natura,7659,B0FFZXV8SX,100ml,Colonia Urbano Noite 100ml,natura,1.0,singleton,
68,prod_b4c96d80854d,amazon_br,"Maybelline Ny Máscara de Cílios Lash Sensational Sky High À Prova D'Água, Preto 7,2ml",maybelline,5990,B08H46YXYH,,"Maybelline Ny Máscara de Cílios Lash Sensational Sky High À Prova D'Água, Preto 7,2ml",maybelline,1.0,singleton,
69,prod_a72b20062ec2,amazon_br,"NIVEA Loção Deo-Hidratante Milk 200ml - 72h de hidratação, cuidado intenso e nutrição profunda",nivea,1583,B00P8VQQZO,200ml,"NIVEA Loção Deo-Hidratante Milk 200ml - 72h de hidratação, cuidado intenso e nutrição profunda",nivea,1.0,singleton,
70,prod_b7103ca278a7,amazon_br,"Body Splash Castilla 100ml – Escolha Luxo, Sublime ou Encanto com Fragrâncias Sofisticadas(Body Splash Sublime)",castilla cosméticos,3990,B0FQXXJDR8,100ml,"Body Splash Castilla 100ml – Escolha Luxo, Sublime ou Encanto com Fragrâncias Sofisticadas(Body Splash Sublime)",castilla cosméticos,1.0,singleton,
71,prod_d02560dd9d7d,amazon_br,"Plot Twist Guava Mousse Modeladora 150ml , Lola Cosmetics",lola,2570,B0CRZD4R99,150ml,"Plot Twist Guava Mousse Modeladora 150ml , Lola Cosmetics",lola,1.0,singleton,
72,prod_c097638f92de,amazon_br,BIODERMA Água Micelar Demaquilante Calmante Sensibio H2O 100ml,bioderma,4290,B006RBR7NO,100ml,BIODERMA Água Micelar Demaquilante Calmante Sensibio H2O 100ml,bioderma,1.0,singleton,
18039,prod_a3ee38343461,sephora,Pó bronzeador star bronzer pinceau magique bronzant visage et corps,Lancôme,,,,Pó bronzeador star bronzer pinceau magique bronzant visage et corps,Lancôme,1.0,singleton,
73,prod_35e995c107a7,amazon_br,"Massageador Facial e Pescoço LED 3 Cores com EMS e Vibração – Lifting, Redução de Rugas, Queixo Duplo e Linhas de Expressão – Portátil, Recarregável, Estimulador de Colágeno",genérico,7998,B0FCRMHB2K,,"Massageador Facial e Pescoço LED 3 Cores com EMS e Vibração – Lifting, Redução de Rugas, Queixo Duplo e Linhas de Expressão – Portátil, Recarregável, Estimulador de Colágeno",genérico,1.0,singleton,
74,prod_1f1362ea41d1,amazon_br,"Asepxia Sabonete Líquido Carvão Detox Purificante Para Pele Mista A Oleosa, Remove Impurezas Sem Ressecar, Melhora Hidratação Da Pele, Gel De Limpeza Facial 150Ml, 1 Pack",asepxia,2290,B09QLL5D35,150ml,"Asepxia Sabonete Líquido Carvão Detox Purificante Para Pele Mista A Oleosa, Remove Impurezas Sem Ressecar, Melhora Hidratação Da Pele, Gel De Limpeza Facial 150Ml, 1 Pack",asepxia,1.0,singleton,
75,prod_450ddec8dd20,amazon_br,Lux Sabonete Líquido Bromélia Botanicals Essências Do Brasil Frasco 300Ml,lux(ラックス),1301,B0CKH477D3,300ml,Lux Sabonete Líquido Bromélia Botanicals Essências Do Brasil Frasco 300Ml,lux(ラックス),1.0,singleton,
76,prod_d54ad009d179,amazon_br,Condicionador Amend Luxe Creations Extreme Repair 250ml,amend,4349,B09M6HBC54,250ml,Condicionador Amend Luxe Creations Extreme Repair 250ml,amend,1.0,singleton,
911,prod_f3751173cf41,amazon_br,VULT PROMOPACK SHAMPOO E COND CHOQUE DE RECONSTRUÇÃO 2x200ml,vult cabel,1980,B0C2ZR8GCF,,VULT PROMOPACK SHAMPOO E COND CHOQUE DE RECONSTRUÇÃO 2x200ml,vult cabel,1.0,singleton,
77,prod_d321d6f7ccf9,amazon_br,Frasco de perfume profissional 6 ml Frasco de óleo essencial roll-on dourado estilo luxo beleza (4),generic,1245,B0FGD89S46,6ml,Frasco de perfume profissional 6 ml Frasco de óleo essencial roll-on dourado estilo luxo beleza (4),generic,1.0,singleton,
78,prod_eb4ac3033e8a,amazon_br,"Palmolive Naturals, Toque Nutritivo, Framboesa e Amora, Sabonete Líquido, 250 ml",palmolive,949,B07DKJSYM3,250ml,"Palmolive Naturals, Toque Nutritivo, Framboesa e Amora, Sabonete Líquido, 250 ml",palmolive,1.0,singleton,
79,prod_b74f5ee94614,amazon_br,Lux Botanicals Sabonete Liquido Corporal Gardênia e Óleo de Amêndoas 250ml,lux(ラックス),,B0DHWBZ7QS,250ml,Lux Botanicals Sabonete Liquido Corporal Gardênia e Óleo de Amêndoas 250ml,lux(ラックス),1.0,singleton,
80,prod_b888b29826bb,amazon_br,Leave-in Amend Luxe Creations Regenerative Care 180ml,amend,5890,B09M6336JY,180ml,Leave-in Amend Luxe Creations Regenerative Care 180ml,amend,1.0,singleton,
81,prod_1d513c0bcbe3,amazon_br,Tresemmé Condicionador Blindagem Antiumidade 650ml,tresemmé,,B0DXGH6F6P,650ml,Tresemmé Condicionador Blindagem Antiumidade 650ml,tresemmé,1.0,singleton,
82,prod_76546f9a641e,amazon_br,SIRGAWAIN Sos Lábios Lip Balm Vitaminado 3 5Gr Top Beauty Top Beauty,top beauty,2181,B08YQ9VMZW,5gr,SIRGAWAIN Sos Lábios Lip Balm Vitaminado 3 5Gr Top Beauty Top Beauty,top beauty,1.0,singleton,
83,prod_7d7116e23efe,amazon_br,KIT AMEND LUXE CREATIONS BLONDE CARE SHAMPOO E CONDICIONADOR 2 PRODUTOS,cadiveu,9050,B0CK8L5Z53,,KIT AMEND LUXE CREATIONS BLONDE CARE SHAMPOO E CONDICIONADOR 2 PRODUTOS,cadiveu,1.0,singleton,
84,prod_be461a0cd1fd,amazon_br,Sabonete Lux Flor de Verbena 85g,lux(ラックス),,B07H1154DS,85g,Sabonete Lux Flor de Verbena 85g,lux(ラックス),1.0,singleton,
85,prod_1352246e3327,amazon_br,Palmolive Sabonete Em Barra Naturals Sensação Luminosa 150G,palmolive,515,B07DFYH24H,150g,Palmolive Sabonete Em Barra Naturals Sensação Luminosa 150G,palmolive,1.0,singleton,
213,prod_19187dc98dce,amazon_br,Sérum Facial Q.Basis Nano Melaleuca Quintal Dermocosméticos,quintal,11900,B0DG32ZX7L,,Sérum Facial Q.Basis Nano Melaleuca Quintal Dermocosméticos,quintal,1.0,singleton,
86,prod_3c26dffc8a2e,amazon_br,Sabonete Líquido Protex Nutri Protect Vitamina E 900ml,protex,1937,B08XG9LW8V,900ml,Sabonete Líquido Protex Nutri Protect Vitamina E 900ml,protex,1.0,singleton,
87,prod_e62d7f1eb43d,amazon_br,"Bepantol Derma Solução para Hidratação Capilar, Restauradora, 50ml",bepantol derma,,B0C7FFX29T,50ml,"Bepantol Derma Solução para Hidratação Capilar, Restauradora, 50ml",bepantol derma,1.0,singleton,
